;Tamaina;Eraikitzailea;ILS;ILS time;ILS arrunta;ILS arrunta time;EDA;EDA time
0;300;0.07940632349066262;0.37162725875316027;33.09963774681091;0.3735824844850046;30.010298013687134;0.37540287770228115;646.2306458950043
1;300;0.10334495710968455;0.386141500707485;27.439778566360474;0.3754628889702067;27.356561183929443;0.38296846276740504;527.1270551681519
2;300;0.024470558687934615;0.35758523914104595;27.759552240371704;0.3605466178019647;27.661146640777588;0.3716750826427666;367.90244030952454
3;300;-0.006039077363009239;0.3640949961401493;27.425652265548706;0.35918301986573525;27.77708601951599;0.37160612367936646;405.6963083744049
4;300;-0.0036384723753786624;0.3625077058170511;26.93726658821106;0.3663888458645294;27.124595642089844;0.3762794433175833;354.8789768218994
5;300;0.2555506566065773;0.38553722272171614;28.39416813850403;0.3578709483137914;27.798909187316895;0.3666279653125615;350.7846839427948
6;300;0.08900843489996169;0.39775267829208855;26.93216896057129;0.3846631254362001;26.654967784881592;0.3847751259002461;439.7203347682953
7;300;0.12243301415772255;0.3646082544650543;26.094153881072998;0.3634854729535849;25.730956315994263;0.36413371806366934;450.9052734375
8;300;0.005729610516072223;0.38165747110974263;27.264623880386353;0.3833365524467627;26.817891836166382;0.38492553974658894;337.8851957321167
9;300;0.16975845541795304;0.3835954185330839;27.220873594284058;0.358785618770167;26.679110527038574;0.369649663782629;266.9594073295593
10;300;0.12824731923958166;0.3879495522758309;27.460018634796143;0.36638282931067573;26.94342827796936;0.37342250586074055;378.56273102760315
11;300;0.13486383150193548;0.3777687718022942;26.98078727722168;0.35312003055792274;26.577723026275635;0.3700441337365762;345.86000752449036
12;300;-0.0028030970133826674;0.36235050406379643;26.449464082717896;0.3508974538561173;25.900219440460205;0.3684068597353087;470.6623122692108
13;300;0.17087120933966626;0.39148373771774525;27.440581798553467;0.3739160175473564;26.93748116493225;0.37818993057205397;356.7738163471222
14;300;0.00617591539552825;0.3935247379096579;26.676767826080322;0.38061599021060405;26.600836753845215;0.3840552992263637;462.55476784706116
15;300;0.2718689390933454;0.3175928971342074;28.529338121414185;0.34363840449630956;26.895625829696655;0.37021583692732435;381.7027792930603
16;300;0.12146851429378926;0.3631025732955103;27.014084339141846;0.34066576408074156;26.55811309814453;0.3480889573713275;344.8405065536499
17;300;-0.001492105355720261;0.3476509831048997;26.035106420516968;0.34129565098804154;25.889013528823853;0.35998646121112304;377.00760293006897
18;300;0.2746979535694826;0.3904080087428241;27.562514066696167;0.35906022045887487;26.692497968673706;0.3650897330439628;283.93597960472107
19;300;0.029144649679209683;0.3618915489941865;27.82327651977539;0.3571866038805847;26.645354986190796;0.3693499159842249;486.5575256347656
20;300;0.16938820595003237;0.37309822903508666;31.71983313560486;0.3682757297154201;30.988134384155273;0.3567541833561757;529.0028917789459
21;300;0.2403301637921938;0.3654315967193429;27.349421739578247;0.3377446500494592;27.68544316291809;0.3423345092867823;525.9004139900208
22;300;0.12997607571354788;0.36208700985912623;27.239479303359985;0.34621873474649323;26.567429304122925;0.3622813908297846;416.33228063583374
23;300;0.10529555472317989;0.3770605154242843;27.060431003570557;0.3644476587583438;26.665748834609985;0.380029916157008;451.1673414707184
